Parafia	url	niedzielne	powszednie	debug_url
Otrębusy. NMP Matki Kościoła | Archidiecezja Warszawska	http://www.parafia-otrebusy.mkw.pl	7:00, 9:00, 11:00, 12:30 (dla dzieci, poza wakacjami), 18:00 (młodzieżowa)	7:00, 18:00	http://archwwa.pl/parafie/otrebusy-nmp-matki-kosciola/
Ożarów. Miłosierdzia Bożego | Archidiecezja Warszawska	http://sanktuariummilosierdzia.pl/	7.00, 9.00, 10.30 (dzieci), 12.00 (chrzty II i IV niedziela miesiąca), 15.00 (z Koronką do Miłosierdzia Bożego), 18.00, 20.00 (młodzież)	7.00, 15.00 z Koronką do Miłosierdzia Bożego, 18.00.	http://archwwa.pl/parafie/ozarow-milosierdzia-bozego/
Pawłowice. Św. Bartłomieja Apostoła | Archidiecezja Warszawska	http://www.parafiapawlowice.waw.pl	9:00, 11:30	8:00 (wtorek, czwartek, sobota), 18:00 (poniedziałek, środa, piątek)	http://archwwa.pl/parafie/pawlowice-sw-bartlomieja-apostola/
Pęcice. Świętych Apostołów Piotra i Pawła | Archidiecezja Warszawska	http://www.parafiapecice.michalowice.pl	9:00, 11:00, 16:00	Zgodnie z planem intencji.	http://archwwa.pl/parafie/pecice-swietych-apostolow-piotra-i-pawla/
Piaseczno (dawnej Zalesie Dolne). NMP Wspomożenia Wiernych | Archidiecezja Warszawska	http://wp.zalesiedolne.pl/	7:00, 8:30, 10:00, 11:30, 13:00, 18:00	7:00, 8:00, 18:30	http://archwwa.pl/parafie/zalesie-dolne-nmp-wspomozenia-wiernych/
Piaseczno. Matki Bożej Różańcowej | Archidiecezja Warszawska	http://www.parafia-mbr.neostrada.pl	7:00, 8:00, 10:00, 11:30, 13:00, 18:00, 19:30 (od listopada do marca - godz. 16:00)	7:00, 18:00	http://archwwa.pl/parafie/piaseczno-matki-bozej-rozancowej/
Piaseczno. Św. Anny | Archidiecezja Warszawska	http://www.sw-anna.pl	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci przedszkolnych, Dom Parafialny, poza wakacjami), 11:30 (dla dzieci szkolnych, Kościół), 13:00, 18:30 (młodzieżowa), 20:00 (młodzieżowa)	6:30, 8:00, 18:30	http://archwwa.pl/parafie/piaseczno-sw-anny/
Piastów. Chrystusa Króla Wszechświata | Archidiecezja Warszawska	http://www.parafia.piastow.pl	8:00, 10:00, 11:30, 13:00 (poza wakacjami), 18:00 (w wakacje - godz. 19:00)	7:00, 18:00	http://archwwa.pl/parafie/piastow-chrystusa-krola-wszechswiata/
Piastów. Matki Bożej Częstochowskiej | Archidiecezja Warszawska		7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00 (suma, poza wakacjami), 18:00 (młodzieżowa, w wakacje o godz. 19:00)	7:00, 8:00, 18:00	http://archwwa.pl/parafie/piastow-matki-bozej-czestochowskiej/
Piastów. Św. Michala Archanioła | Archidiecezja Warszawska	http://parafia-piastow.sds.pl/	7:30, 9:30, 11:00 (z udziałem dzieci), 12:30, 18:00 (dla młodzieży)	7:30, 18:00	http://archwwa.pl/parafie/piastow-sw-michala-archaniola/
Pieczyska. Narodzenia NMP | Archidiecezja Warszawska	http://www.pieczyska.parafia.info.pl	8:00, 9:30, 11:30	7:00 (poniedziałek, wtorek, czwartek), 18:00 (środa, piątek, sobota; od października do marca o godz. 17:00)	http://archwwa.pl/parafie/pieczyska-narodzenia-nmp/
Płochocin. Św. Wojciecha BM | Archidiecezja Warszawska	http://www.parafiaswwojciecha.pl	8:00, 10:00, 12:00, 18:00	8:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/plochocin-sw-wojciecha-bm/
Podkowa Leśna. Św. Krzysztofa | Archidiecezja Warszawska	http://www.podkowalesna.com	7:30, 9:30, 11:00, 13:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/podkowa-lesna-sw-krzysztofa/
Prażmów. Św. Fanciszka z Asyżu | Archidiecezja Warszawska	http://www.parafia.prazmow.pl	8:00, 9:30, 11:30, 18:00	18:00 (w okresie zimowym - godz. 17:00)	http://archwwa.pl/parafie/prazmow-sw-franciszka-z-asyzu/
Promna. Św. Marii Magdaleny | Archidiecezja Warszawska		8:00, 10:00, 12:00, 16:00	18:00	http://archwwa.pl/parafie/promna-sw-marii-magdaleny/
Pruszków. Matki Bożej Nieustającej Pomocy | Archidiecezja Warszawska	http://www.parafia.pruszkow.pl	8:00, 10:30, 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/pruszkow-matki-bozej-nieustajacej-pomocy/
Pruszków. Niepokalanego Poczęcia NMP | Archidiecezja Warszawska	http://www.parafia-zbikow.pl	7:00, 8:30, 10:00 (młodzieżowa), 11:15 (dla dzieci), 12:30 (suma), 18:00	7:00, 18:00	http://archwwa.pl/parafie/pruszkow-niepokalanego-poczecia-nmp/
Pruszków. Św. Edwarda w Tworkach | Archidiecezja Warszawska	http://www.swedward.com.pl	8:00, 9:30, 11:00 (suma), 12:30 (dla dzieci, poza wakacjami), 18:00 (w wakacje - godz. 20:00)	7:30, 18:00	http://archwwa.pl/parafie/pruszkow-sw-edwarda-w-tworkach/
Pruszków. Św. Józefa Oblubieńca NMP na Osiedlu Staszica | Archidiecezja Warszawska	http://www.sw-jozef.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:00 (poza wakacjami), 19:30	7:00, 7:30 (poza wakacjami), 8:00, 18:00, 19:00	http://archwwa.pl/parafie/pruszkow-sw-jozefa-oblubienca-nmp-na-osiedlu-staszica/
Pruszków. Św. Kazimierza | Archidiecezja Warszawska	http://www.swkazimierz.mkw.pl	6:00, 7:30, 9:00, 10:30 (dla dzieci), 12:00 (suma), 13:15, 18:00 (poza wakacjami)	6:30, 7:00 (poza wakacjami), 8:00, 17:30 (poza wakacjami i oprócz czasu wizyt duszpasterskich),  godz. 18:00	http://archwwa.pl/parafie/pruszkow-sw-kazimierza/
Przybyszew. Świętych Apostołów Piotra i Pawła | Archidiecezja Warszawska	http://parafiaprzybyszew.w.interiowo.pl/index.htm	8:00, 9:30, 12:00 - dane niesprawdzone	7:00, 17:00 - dane niesprawdzone	http://archwwa.pl/parafie/przybyszew-swietych-apostolow-piotra-i-pawla/
Przypki. Najświętszego Serca Pana Jezusa | Archidiecezja Warszawska	http://www.parafiaprzypki.pl	9:00; 11;00	pn, wt, śr - 8:00; czw, pt, so - 18:00	http://archwwa.pl/parafie/przypki-najswietszego-serca-pana-jezusa/
Raszyn św. Szczepana | Archidiecezja Warszawska	http://www.swszczepan.pl	7:00, 8:30, 10:00 (młodzieżowa), 10:00 (poza wakacjami, dla dzieci, Dolny Kościół), 11:30 (szkoła podstawowa), 13:00 (poza wakacjami), 18:00, 20:30	6:30, 8:00, 18:00	http://archwwa.pl/parafie/raszyn-sw-szczepana/
Rembertów Grójecki. Św. Jana Chrzciciela | Archidiecezja Warszawska	http://www.swjanrembertow.ns48.pl	7:30, 9:45, 12:00, 16:00 (poza wakacjami)	7:00, 18:00 (patrz strona internetowa parafii)	http://archwwa.pl/parafie/rembertow-grojecki-sw-jana-chrzciciela/
Rokitno. Wniebowzięcia NMP | Archidiecezja Warszawska	http://www.sanktuariumrokitno.pl/	9:00, 11:30, 16:30	16:30	http://archwwa.pl/parafie/rokitno-wniebowziecia-nmp/
Rososz. Narodzenia NMP | Archidiecezja Warszawska	http://parafianarodzenianmp.wordpress.com	9:00, 11:00	poniedziałek i czwartek – godz. 700, – wtorek, środa, piątek, sobota -  8 (czas letni)  17 (czas zimowy)	http://archwwa.pl/parafie/rososz-narodzenia-nmp/
Rybie. Św. Bartłomieja Apostoła | Archidiecezja Warszawska	http://www.rybie.pl	7:00, 9,00, 10:30 (dla dzieci), 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/rybie-sw-bartlomieja-apostola/
Secymin. Narodzenia NMP | Archidiecezja Warszawska		9:00, 11:30, 18:00 (w okresie zimowym - godz. 17:00) (dane niepotwierdzone)	18:00 (w okresie zimowym - godz. 17:00) (dane niepotwierdzone)	http://archwwa.pl/parafie/secymin-narodzenia-nmp/
Sękocin. Św. Faustyny Kowalskiej | Archidiecezja Warszawska	http://www.parafia.sekocin.pl	9:00, 11:00, 17:00	17:00	http://archwwa.pl/parafie/sekocin-sw-faustyny-kowalskiej/
Słomczyn. Św. Zygmunta | Archidiecezja Warszawska	http://www.swzygmunt.knc.pl	8:45, 10:30, 12:00, 18:00	7:30, 18:00	http://archwwa.pl/parafie/slomczyn-sw-zygmunta/
Sobików. Św. Stanisława BM | Archidiecezja Warszawska	http://sobikow.parafia.info.pl/	8:30 (kaplica w Czachówku), 10:00, 12:00, 13:15 (poza wakacjami)	18:00 (w okresie zimowym o godz. 17:00)	http://archwwa.pl/parafie/sobikow-sw-stanislawa-bm/
Tarczyn. Św. Mikołaja BM | Archidiecezja Warszawska	http://www.parafia-tarczyn.pl	7:30, 9:30, 11:00, 12:30, 18:00	7:30, 17:00, 18:00	http://archwwa.pl/parafie/tarczyn-sw-mikolaja-bm/
Warka. Matki Bożej Szkaplerznej | Archidiecezja Warszawska	http://www.matkaboza-warka.pl	7:00, 9:00, 10:30, 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/warka-matki-bozej-szkaplerznej/
Warka. Św. Mikołaja Biskupa | Archidiecezja Warszawska	http://mikolajwarka.pl/	7:00, 9:30, 11:30, 13:00, 17:00 (dane niepotwierdzone)	7:00, 7:30 (poza wakacjami), 17:00 (dane niepotwierdzone)	http://archwwa.pl/parafie/warka-sw-mikolaja-biskupa/
Warszawa. Bł. Edmunda Bojanowskiego | Archidiecezja Warszawska	http://www.bojanowski.org	8:00, 10:00, 11:15 (poza wakacjami dla dzieci), 12:30 (poza wakacjami), 12 (tylko w wakacje), 18:00	6:45, 18:00	http://archwwa.pl/parafie/warszawa-bl-edmunda-bojanowskiego-na-wolicy/
Warszawa. Bł. Edwarda Detkensa | Archidiecezja Warszawska	http://www.lasbielanski.pl	11:00 (suma), 13:00 (oprócz lipca)	12:00 (oprócz wakacji)	http://archwwa.pl/parafie/warszawa-bl-edwarda-detkensa/
Warszawa. Bł. Władysława z Gielniowa | Archidiecezja Warszawska	http://www.blwlad.org.pl	7.00, 9.00, 10.30, 12.00, 13:15, 18:00 (młodzieżowa), 20:00	7:00, 7:30, 18:00, 19:00 (w soboty 18:00 - liturgia niedzielna)	http://archwwa.pl/parafie/warszawa-bl-wladyslawa-z-gielniowa-w-natolinie/
Warszawa. Bogurodzicy Maryi | Archidiecezja Warszawska	http://www.bogurodzica.com.pl	7:00, 8:30, 10:00 (dla młodzieży), 11:30 (dla dzieci), 13:00, 18:00, 19:30 (dla studentów)	7:00, 8:00, 18:00, 19:00	http://archwwa.pl/parafie/warszawa-bogurodzicy-maryi/
Warszawa. Dobrego Pasterza na Ulrychowie | Archidiecezja Warszawska	http://www.dobrypasterz.waw.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 17:00 (poza wakacjami), 19:00 (akademicka)	6:30 (poza wakacjami), 7:00, 8:00, 9:00, 18:00 (poza wakacjami), 19:00	http://archwwa.pl/parafie/warszawa-dobrego-pasterza-na-ulrychowie/
Warszawa. Dzieciątka Jezus na Żoliborzu | Archidiecezja Warszawska	http://www.dzieciatko-jezus.pl	8:00, 9:15, 10:30, 11:45 (dla dzieci), 13:00, 18:00	7:00 (poza wakacjami), 8:00 (poza wakacjami), 7:30 (tylko w wakacje), 18:00	http://archwwa.pl/parafie/warszawa-dzieciatka-jezus-na-zoliborzu/
Warszawa. Matki Bożej Anielskiej | Archidiecezja Warszawska	http://www.franciszkanie-mokotow.pl	7.00, 8.00, 9.30, 11.00 (z udziałem dzieci), 12.30 (suma parafialna), 17.00, 18.30	7.00, 8.00, 9.00, 18.30	http://archwwa.pl/parafie/warszawa-matki-bozej-anielskiej/
Warszawa. Matki Bożej Częstochowskiej | Archidiecezja Warszawska	http://matkabozaczestochowska.pl/	7:00, 9:00, 10:00, 11:30 (z udziałem dzieci), 13:00, 17:00 (młodzieżowa)	7:00, 7:30 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-czestochowskiej/
Warszawa. Matki Bożej Fatimskiej | Archidiecezja Warszawska	http://www.smbfat.pl	7:30, 9:00, 10:30, 12:00, 18:00, 19:30	7:00, 7:30, 8:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-fatimskiej/
Warszawa. Matki Bożej Królowej Aniołów | Archidiecezja Warszawska	http://www.parafia-bemowo.waw.pl/	7:00, 8:30, 10:00 (młodzieżowa), 10:00 (Kaplica), 11:30 (suma), 11:30 (dla dzieci - Kaplica), 13:00, 13:00 (chrzcielna - Kaplica), 18:00, 20:00 (akademicka)	6:15, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-krolowej-aniolow/
Warszawa. Matki Bożej Królowej Pokoju | Archidiecezja Warszawska	http://www.mlociny.mkw.pl	9:00, 10:30 (dla dzieci), 12:00, 18:00, 19:30 (młodzieżowa)	7:00, 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-krolowej-pokoju/
Warszawa. Matki Bożej Królowej Polski na Marymoncie | Archidiecezja Warszawska	http://www.parafia-marymont.pl	7:00, 8:30, 10:00, 11:30 (z udziałem dzieci), 13:00, 18:00	7:00, 8:00, 12:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/matki-bozej-krolowej-polski-na-marymoncie/
Warszawa. Matki Bożej Ostrobramskiej | Archidiecezja Warszawska	http://www.boernerowo.pl	7:30, 9:00, 10:30, 12:00 (dla dzieci), 13:00 (poza wakacjami), 18:00 (akademicka)	7:00, 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-ostrobramskiej/
Warszawa. Matki Bożej Saletyńskiej | Archidiecezja Warszawska	http://www.warszawa.saletyni.pl	7:00, 8:00, 9:30, 11:00, 12:30, 19:30	7:00, 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-saletynskiej/
Warszawa. Matki Bożej Wspomożycielki Wiernych | Archidiecezja Warszawska	http://www.wspomozycielka.waw.pl	7:00, 8:30, 10:00, 11:30 (poza wakacjami - dla dzieci), 13:00, 18:00 (młodzieżowa)	Pon-pt: 6:30, 8:00, 17 (w okresie zimowym) 18:00, 19:15 (w okresie letnim);    Sob: 6:30, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-matki-bozej-wspomozycielki-wiernych/
Warszawa. Najświętszego Ciała i Krwi Chrystusa | Archidiecezja Warszawska	http://www.bozecialo.waw.pl/	7:30, 9:00, 10:30, 12:00, 18:00	8:00, 15:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-najswietszego-ciala-i-krwi-chrystusa/
Warszawa. Najświętszego Serca Pana Jezusa | Archidiecezja Warszawska	http://www.nspj.pl	8:00, 10:00, 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/warszawa-najswietszego-serca-pana-jezusa/
Warszawa. Narodzenia NMP na Lesznie | Archidiecezja Warszawska	http://www.narodzenienmp.waw.pl	7:30, 9:00, 10:30 ( z udziałem dzieci), 12:00 ( w języku angielskim), 13:30 (suma) i 18:00 ( studencka)	7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-narodzenia-nmp-na-lesznie/
Warszawa. Nawiedzenia NMP na Nowym Mieście | Archidiecezja Warszawska	http://www.przyrynek.waw.pl	8:30, 9:30, 11:00 (dla dzieci), 12:00, 18:30	7:00, 15:00 (od pon-pt; Msza poprzedzona Koronką do Bożego Miłosierdzia), 18:30	http://archwwa.pl/parafie/warszawa-nawiedzenia-nmp-na-nowym-miescie/
Warszawa. Niepokalanego Poczęcia NMP | Archidiecezja Warszawska	http://www.parafia-wrzeciono.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00 (poza wakacjami), 18:00 (młodzieżowa), 20:00 (dla studentów, poza wakacjami),	6:30, 7:15, 15.00 (tylko w piątki), 18:00	http://archwwa.pl/parafie/warszawa-niepokalanego-poczecia-nmp/
Warszawa. NMP Królowej Świata | Archidiecezja Warszawska	http://nmpkrolowaswiata.pl/	7:00, 8:00, 9:15, 10:30, 11:15 (poza wakacjami -Dolny Kościół), 12:00, 13:15 (poza wakacjami), 18:30, 20:00	6:15 (poza wakacjami), 7:00, 8:00, 17:30, 18:30	http://archwwa.pl/parafie/warszawa-nmp-krolowej-swiata/
Warszawa. NMP Królowej Wyznawców na Siekierkach | Archidiecezja Warszawska	http://www.sanktuarium-pijarzy.pl	8:00, 9:30, 11:00, 13:00, 18:00	7:30 (w kaplicy), 18:00	http://archwwa.pl/parafie/warszawa-nmp-krolowej-wyznawcow-na-siekierkach/
Warszawa. NMP Matki Kościoła | Archidiecezja Warszawska	http://www.domaniewska.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 19:00, 21:00	7:00, 9:00, 19:00	http://archwwa.pl/parafie/warszawa-nmp-matki-kosciola/
Warszawa. NMP Matki Miłosierdzia | Archidiecezja Warszawska	http://www.stegny.marianie.pl/	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci), 11:30 (dla dzieci przedszkolnych, Dolny Kościół), 13:00, 18:00, 19:30 (dla młodzieży i studentów)	6:30, 7:00, 8:30, 18:00	http://archwwa.pl/parafie/warszawa-nmp-matki-milosierdzia/
Warszawa. NMP Matki Zbawiciela | Archidiecezja Warszawska	http://www.warszawa.sds.pl	7:00, 8:30, 10:00 (suma), 11:30 (dla dzieci, poza wakacjami), 13:00, 18:30, 20:00 (akademicka, poza wakacjami)	7:00, 8:00 (poza wakacjami), 18:30	http://archwwa.pl/parafie/warszawa-nmp-matki-zbawiciela/
Warszawa. Ofiarowania Pańskiego | Archidiecezja Warszawska	http://www.ofiarowaniepanskie.pl	7:00, 8:00, 9:30 (suma), 11:00 (dla dzieci), 12:30,  18:00 (młodzieżowa), 20:00	7:00, 8:00 (w 1-wsze soboty miesiąca Msza o Niepokalanym Sercu Najświętszej Maryi Panny), 18:00, 19:00	http://archwwa.pl/parafie/warszawa-ofiarowania-panskiego-na-wyzynach/
Warszawa. Opatrzności Bożej na Ochocie | Archidiecezja Warszawska	http://www.opatrznoscboza.waw.pl	7:00, 8:00, 9:15, 10:30, 12:00, 13:15 (poza wakacjami), 18:00 (w wakacje - 19:00)	6:30 (poza wakacjami), 7:00, 8:00, 18:00, w wakacje - 19:00	http://archwwa.pl/parafie/warszawa-opatrznosci-bozej-na-ochocie/
Warszawa. Podwyższenia Krzyża Świętego | Archidiecezja Warszawska	http://www.parafia-jelonki.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00 (poza wakacjami), 18:00, 19:15 (poza wakacjami, akademicka)	6:30 (poza wakacjami), 7:15, 18:00	http://archwwa.pl/parafie/warszawa-podwyzszenia-krzyza-swietego/
Warszawa. Posłania Uczniów Pańskich | Archidiecezja Warszawska	http://www.poslanieuczniow.waw.pl	9:00, 11:00	18:00	http://archwwa.pl/parafie/warszawa-poslania-uczniow-panskich/
Warszawa. Św. Aleksandra | Archidiecezja Warszawska	http://www.swaleksander.pl	KOŚCIÓŁ GÓRNY: 7.00 (po Mszy św. – Godzinki o Niepokalanym Poczęciu N.M.P.) 8.30 10.00 – Suma Parafialna (Wypominki roczne – godz. 9.40) 11.30 13.00 16.00 19.00 (Nieszpory i nabożeństwo różańcowe – godz. 18.00); KOŚCIÓŁ DOLNY:	6.30 7.00 7.30 8.00 9.00 16.00 19.00	http://archwwa.pl/parafie/warszawa-sw-aleksandra/
Warszawa. Św. Alojzego Orione | Archidiecezja Warszawska	http://www.parafiaorione.rel.pl	7:00, 8:30, 10:00, 11:30, 13:00, 18:00	6:15, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-alojzego-orione/
Warszawa. Św. Andrzeja Apostoła | Archidiecezja Warszawska	http://www.parafiaandrzeja.pl	7:00, 8:30, 10:00, 11:30 - Msza z udziałem rodziców z dziećmi, 13:00, 18:00	6:30, 8:00, 9:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-andrzeja-apostola/
Warszawa. Św. Anny w Wilanowie | Archidiecezja Warszawska	http://www.parafiawilanow.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:00 (młodzieżowa), 20:00 (akademicka)	7:00, 12:00 (w piątki i soboty), 17:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-anny-w-wilanowie/
Warszawa. Św. Antoniego Marii Zaccarii | Archidiecezja Warszawska	http://www.parafiabarnabici.pl	7:00, 9:00, 11:00, 12:30, 16 (dla dzieci z dysfunkcjami),  17:00, 19:00	7:00, 8:00 (oprócz sobót- w soboty o 12:00), 18:00	http://archwwa.pl/parafie/warszawa-sw-antoniego-marii-zaccarii/
Warszawa. Św. Antoniego z Padwy | Archidiecezja Warszawska	http://www.swietyantoni.com.pl	7:00 , 8:00, 9:30, 11:00, 12:30, 18:00	6:30, 7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-antoniego-z-padwy/
Warszawa. Św. Augustyna na Muranowie | Archidiecezja Warszawska	http://www.swaugustyn.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:30, 19:45 (młodzieżowa)	7:00, 8:00, 9:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-augustyna-na-muranowie/
Warszawa. Św. Barbary | Archidiecezja Warszawska	http://www.swbarbara.warszawa.pl	7:00, 8:30, 10:00, 11:30, 13:00, 19:00	6:30, 7:30 (poza wakacjami), 8:00, 15:00 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-sw-barbary/
Warszawa. Św. Bonifacego | Archidiecezja Warszawska	http://www.bernardyni.net	7:00 (Kościół zabytkowy), 8:30, 10:00, 11:30 (dla dzieci), 13:00 (suma), 18:00 (w wakacje o godz: 19:00)	6:30, 8:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-bonifacego/
Warszawa. Św. Elżbiety | Archidiecezja Warszawska	http://www.parafia-powsin.pl	7:00, 9:00, 10:30 (dla dzieci), 12:00 (suma), 18:00	7:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-elzbiety/
Warszawa. Św. Franciszka z Asyżu | Archidiecezja Warszawska	http://www.franciszek-okecie.pl	7:00, 8:30, 10:00, 10:00 (młodzieżowa, Dolny Kościół), 11:15 (dla dzieci, Dolny Kościół), 11:30, 13:00, 18:00	6:30, 8:00, 17:30, 18:00 (w sobotę o godz. 18:30)	http://archwwa.pl/parafie/warszawa-sw-franciszka-z-asyzu/
Warszawa. Św. Grzegorza Wielkiego | Archidiecezja Warszawska	http://www.parafiaswgrzegorza.waw.pl	7:00, 8:30, 11:00, 12:30 (poza wakacjami), 18:00	8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-grzegorza-wielkiego/
Warszawa. Św. Ignacego Loyoli | Archidiecezja Warszawska	http://www.ignacyloyola.pl	8:30, 10:00, 11:30, 13:00, 18:00	18:00	http://archwwa.pl/parafie/warszawa-sw-ignacego-loyoli/
Warszawa. Św. Jakuba Apostoła na Ochocie | Archidiecezja Warszawska	http://www.parafiajakuba.pl	7:00, 8:00, 9:00, 10:15, 11:30, 13:00, 17:00, 19:00 (akademicka)	6:00, 7:00, 8:00, 9:00, 17:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-jakuba-apostola-na-ochocie/
Warszawa. Św. Jana Apostoła i Ewangelisty | Archidiecezja Warszawska	http://www.swjana.pl	7:30, 9:00, 10:30, 12:00, 18:00	7:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-jana-apostola-i-ewangelisty/
Warszawa. Św. Jana Kantego w Sadach Żoliborskich | Archidiecezja Warszawska	http://www.jankanty.warszawa.pl	7:00, 8:00, 9:00 (poza wakacjami), 10:00, 11:00 (dla dzieci), 12:00, 13:00, 14:00 (poza wakacjami), 18:30	6:30 (poza wakacjami), 7:00, 7:30 (poza wakacjami), 8:00, 18:30	http://archwwa.pl/parafie/warszawa-sw-jana-kantego-w-sadach-zoliborskich/
Warszawa. Św. Jana Pawła II | Archidiecezja Warszawska	http://jp2.warszawa.pl/	8:30; 10:00; 11:30; 13:00, 19:00, 21:00	7:00 (w Adwencie roraty o 6:30); 18:30	http://archwwa.pl/parafie/parafia-sw-jana-pawla-ii/
Warszawa. Św. Jozafata na Powązkach | Archidiecezja Warszawska		8:00, 9:30, 11:00, 12:30, 17:00	7:30, 18:00	http://archwwa.pl/parafie/sw-jozafata-na-powazkach/
Warszawa. Św. Józefa Oblubieńca NMP na Kole | Archidiecezja Warszawska	http://www.swjozef.pl	6:30, 8:00, 9:00 (młodzieżowa), 10:15, 11:30 (dla dzieci), 13:00, 19:00 (akademicka)	6:30, 7:00, 8:00, 15:00 (w piątek), 18:00, 19:00	http://archwwa.pl/parafie/warszawa-sw-jozefa-oblubienca-nmp-na-kole/
Warszawa. Św. Józefa Oblubieńca NMP w Ursusie | Archidiecezja Warszawska	http://www.swjozefa.pl	6:30, 8:00, 9:30, 11:00 (dla przedszkolaków, Dolny Kościół, od połowy września), 11:00 (dla dzieci), 12:30, 16:00 (od połowy września), 18:00	6:30, 7:00, 7:30, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-jozefa-oblubienca-nmp-w-ursusie/
Warszawa. Św. Karola Boromeusza na Powązkach | Archidiecezja Warszawska	http://www.parafia-starepowazki.pl	8:00, 9:30, 11:00, 12:30, 17:30, 20:00	8:00,  17:30	http://archwwa.pl/parafie/sw-karola-boromeusza-na-powazkach/
Warszawa. Św. Katarzyny | Archidiecezja Warszawska	http://www.swkatarzyna.eu/	8:00, 9:30, 11:00, 12:30, 18:00	7:00, 17:30 (poza wakacjami), 18:00	http://archwwa.pl/parafie/sw-katarzyny-na-sluzewie/
Warszawa. Św. Kazimierza | Archidiecezja Warszawska	http://www.parafiakazimierz.waw.pl	6:30, 8:00, 9:30, 11:00, 11:00, 12:30, 19:00	7:00, 8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-kazimierza/
Warszawa. Św. Klemensa Hofbauera na Woli | Archidiecezja Warszawska	http://www.swietyklemens.pl	6:30, 8:00, 9:30, 11:00, 12:30, 18:30, 20:00        Msza Święta w  rycie trydenckim w niedzielę i święta o godz. 14  http://www.mszatrydencka.waw.pl/	6:30, 7:30, 8:30, 15:00 (piątek), 18:30    Msza Święta w  rycie trydenckim  w dni powszednie wg ogłoszeń  http://www.mszatrydencka.waw.pl/	http://archwwa.pl/parafie/sw-klemensa-hofbauera-na-woli/
Warszawa. Św. Krzysztofa | Archidiecezja Warszawska	http://www.sw-krzysztof.waw.pl	9:00, 11:00, 12:15, 17:00	8:00, 18:00	http://archwwa.pl/parafie/warszawa-sw-krzysztofa/
Warszawa. Św. Łukasza Ewangelisty | Archidiecezja Warszawska	http://www.swlukasz.waw.pl	7:00, 8:30, 10:00, 11:30, 13:00, 16:00, 18:00, 20:00	7:00, 7:30, 18:00	http://archwwa.pl/parafie/warszawa-sw-lukasza-ewangelisty/
Warszawa. Św. Maksymiliana Kolbego | Archidiecezja Warszawska	http://www.parafia-maksymilian.waw.pl	8:00, 9:30, 11:00, 12:30, 17:30 (poza wakacjami), 19:00	7:00, 10:00 (poza wakacjami), 19:00	http://archwwa.pl/parafie/warszawa-sw-maksymiliana-kolbego/
Warszawa. Św. Marii Magdaleny | Archidiecezja Warszawska	http://www.swmariamagdalena.pl	7:00, 8:30, 10:00, 11:30 (dla dzieci), 13:00, 18:00	7:00, 7:30, 17:30 (poza wakacjami), 18:00	http://archwwa.pl/parafie/warszawa-sw-marii-magdaleny/
